Param,vals
pV_I,0.020164673870343514
pm_1,0.7380389620549248
pm_5,0.031587214018908114
pm_6,0.616147010678475
pK,3.3138947290065333
pxα_Y,0.016627467069039423
pxβ_Y,0.16976116556907403
loss,5101.257769003101
