Param,vals
pk_max,0.06509999997318357
pk_min,0.008399999990172732
pk_abs,0.09099999999216615
pk_gri,0.0650999999965062
pf,0.20000000007104285
pb,0.4000000001793563
pc,0.24999999998266387
loss,58687.070813657156
