Param,vals
pk_1,0.018547094875493515
pk_2,0.062464632978926224
pV_m0,1.0215348420926926
pV_mx,0.0598869149568144
pxK_m0,0.41294264784153933
pp_2U,0.17646500924768801
loss,5185.949633812862
