Param,vals
pk_max,0.060449999999920574
pk_min,0.007
pk_abs,0.010000000000000002
pk_gri,0.03255000000000034
pf,0.5000000000000003
pb,0.8899999999999998
pc,0.053552302101548176
pIb,63.53187007898808
pEGPb,1.8750000000000002
loss,51.45011542335665
