Param,vals
pV_I,0.025
pm_1,0.22265179422494444
pm_5,0.026871875321977812
pm_6,0.6040357232895635
pK,0.5534501831691576
pxα_Y,0.06847734452908498
pxβ_Y,6.802386264861625e-7
pIb,96.20817354540614
pEGPb,1.8753666470599593
loss,49.35318526588252
