Param,vals
pV_I,0.025095126605198307
pm_1,0.6278215514165965
pm_5,0.03563784936948029
pm_6,0.6095224853315888
pK,1.1818499941456975
pxα_Y,0.06650837394982051
pxβ_Y,2.590694037897859e-5
pIb,96.98768768373367
pEGPb,1.8751610058746608
loss,47.50103240881944
