Param,vals
pV_I,0.02002102639669085
pm_1,0.017995449075107
pm_5,0.010187290893473349
pm_6,0.6050050966303409
pK,0.07310968768012188
pxα_Y,0.08699343534258518
pxβ_Y,0.16996500180407867
loss,10452.454204607004
