Param,vals
pk_1,0.018570200553370764
pk_2,0.055000000135136215
pV_m0,1.0179375653754235
pV_mx,0.05999999999999999
pxK_m0,0.32675828957155223
pp_2U,0.18579999999997782
loss,5123.417476127361
