Param,vals
pk_max,0.06509999999999999
pk_min,0.0084
pk_abs,0.09099999999999993
pk_gri,0.06509999999999995
pf,0.20000000000000004
pb,0.4000000000000004
pc,0.0006873166371433989
loss,63249.157946981024
