Param,vals
pk_max,0.06509999999996234
pk_min,0.008399999998246258
pk_abs,0.09099999999927269
pk_gri,0.06509999999983919
pf,0.20000000000400386
pb,0.4000000000002398
pc,0.2499999999961085
loss,58687.07079776462
