Param,vals
pk_1,0.01837915783970575
pk_2,0.05500002187413821
pV_m0,1.0142889303072689
pV_mx,0.05999999999854017
pxK_m0,0.17419613364707898
pp_2U,0.18579998984016433
loss,5110.682990156332
